date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:00:44	23332/23332	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:08%20GMT	http://www.vasterad.com/themes/listeo_082019/listings-grid-full-width-with-map-OpenStreetMap.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/listings-grid-full-width-with-map-OpenStreetMap.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:45	41915/41915	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:14%20GMT	http://www.vasterad.com/themes/listeo_082019/listings-single-page-OpenStreetMap.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/listings-single-page-OpenStreetMap.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:45	16115/16115	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:21%20GMT	http://www.vasterad.com/themes/listeo_082019/dashboard.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/dashboard.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:45	14531/14531	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:23%20GMT	http://www.vasterad.com/themes/listeo_082019/dashboard-messages.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/dashboard-messages.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:46	18532/18532	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:22%20GMT	http://www.vasterad.com/themes/listeo_082019/dashboard-bookings.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/dashboard-bookings.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:46	13956/13956	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:04%20GMT	http://www.vasterad.com/themes/listeo_082019/dashboard-wallet.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/dashboard-wallet.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:46	15545/15545	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:24%20GMT	http://www.vasterad.com/themes/listeo_082019/dashboard-my-listings.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/dashboard-my-listings.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:47	18497/18497	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:25%20GMT	http://www.vasterad.com/themes/listeo_082019/dashboard-reviews.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/dashboard-reviews.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:47	13111/13111	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:22%20GMT	http://www.vasterad.com/themes/listeo_082019/dashboard-bookmarks.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/dashboard-bookmarks.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:48	49035/49035	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:22%20GMT	http://www.vasterad.com/themes/listeo_082019/dashboard-add-listing.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/dashboard-add-listing.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:48	13193/13193	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:24%20GMT	http://www.vasterad.com/themes/listeo_082019/dashboard-my-profile.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/dashboard-my-profile.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:48	2077/2077	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:23%20GMT	http://www.vasterad.com/themes/listeo_082019/dashboard-invoice.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/dashboard-invoice.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:49	23595/23595	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:21%20GMT	http://www.vasterad.com/themes/listeo_082019/pages-user-profile.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/pages-user-profile.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:49	18642/18642	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:16%20GMT	http://www.vasterad.com/themes/listeo_082019/pages-booking.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/pages-booking.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:50	20666/20666	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:15%20GMT	http://www.vasterad.com/themes/listeo_082019/pages-blog.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/pages-blog.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:50	29842/29842	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:15%20GMT	http://www.vasterad.com/themes/listeo_082019/pages-add-listing.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/pages-add-listing.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:50	17473/17473	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:17%20GMT	http://www.vasterad.com/themes/listeo_082019/pages-contact.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/pages-contact.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:50	2789/2789	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:17%20GMT	http://www.vasterad.com/themes/listeo_082019/pages-coming-soon.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/pages-coming-soon.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:51	15298/15298	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:14%20GMT	http://www.vasterad.com/themes/listeo_082019/pages-404.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/pages-404.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:51	19576/19576	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:19%20GMT	http://www.vasterad.com/themes/listeo_082019/pages-masonry-filtering.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/pages-masonry-filtering.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:52	27536/27536	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:18%20GMT	http://www.vasterad.com/themes/listeo_082019/pages-elements.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/pages-elements.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:52	16482/16482	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:20%20GMT	http://www.vasterad.com/themes/listeo_082019/pages-pricing-tables.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/pages-pricing-tables.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:53	19841/19841	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:21%20GMT	http://www.vasterad.com/themes/listeo_082019/pages-typography.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/pages-typography.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:55	2464/2464	---M--	200	added ('OK')	image/jpeg	etag:%22114b-58f0054d42f1f%22	http://www.vasterad.com/themes/listeo_082019/images/dashboard-avatar.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/dashboard-avatar.jpg	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:00:55	1423134/1423134	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:20%20GMT	http://www.vasterad.com/themes/listeo_082019/pages-icons.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/pages-icons.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:13	61190/61190	---M--	200	added ('OK')	image/jpeg	etag:%2210418-58f0054f1ec0f%22	http://www.vasterad.com/themes/listeo_082019/images/listing-item-01.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/listing-item-01.jpg	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:14	87301/87301	---M--	200	added ('OK')	image/jpeg	etag:%22349ac-58f0055018029%22	http://www.vasterad.com/themes/listeo_082019/images/listing-item-02.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/listing-item-02.jpg	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:17	104153/104153	---M--	200	added ('OK')	image/jpeg	etag:%2220eb8-58f005501dde8%22	http://www.vasterad.com/themes/listeo_082019/images/listing-item-03.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/listing-item-03.jpg	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:19	259188/259188	---M--	200	added ('OK')	image/jpeg	etag:%2242efd-58f005563de9f%22	http://www.vasterad.com/themes/listeo_082019/images/main-search-background-01.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/main-search-background-01.jpg	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:21	3869/3869	---M--	200	added ('OK')	image/jpeg	etag:%221adf-58f0054e040d3%22	http://www.vasterad.com/themes/listeo_082019/images/happy-client-01.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/happy-client-01.jpg	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:22	3843/3843	---M--	200	added ('OK')	image/jpeg	etag:%221a4b-58f0054e17950%22	http://www.vasterad.com/themes/listeo_082019/images/happy-client-02.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/happy-client-02.jpg	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:23	4061/4061	---M--	200	added ('OK')	image/jpeg	etag:%221aad-58f0054ec5288%22	http://www.vasterad.com/themes/listeo_082019/images/happy-client-03.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/happy-client-03.jpg	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:24	26395/26395	---MCZ	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202019%2021:19:16%20GMT	http://www.vasterad.com/themes/listeo_082019/pages-blog-post.html	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/pages-blog-post.html	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:25	73142/73142	---M--	200	added ('OK')	image/jpeg	etag:%22154c0-58f00550fb0cf%22	http://www.vasterad.com/themes/listeo_082019/images/listing-item-05.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/listing-item-05.jpg	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:27	90092/90092	---M--	200	added ('OK')	image/jpeg	etag:%221bcdf-58f00551179d2%22	http://www.vasterad.com/themes/listeo_082019/images/listing-item-04.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/listing-item-04.jpg	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:33	52532/52532	---M--	200	added ('OK')	image/jpeg	etag:%22d0e7-58f00546c621a%22	http://www.vasterad.com/themes/listeo_082019/images/blog-compact-post-01.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/blog-compact-post-01.jpg	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:33	105259/105259	---M--	200	added ('OK')	image/jpeg	etag:%222f317-58f00552042ce%22	http://www.vasterad.com/themes/listeo_082019/images/listing-item-06.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/listing-item-06.jpg	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:34	3706/3706	---M--	200	added ('OK')	image/png	etag:%2217e3-58f00554e89ee%22	http://www.vasterad.com/themes/listeo_082019/images/logo.png	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/logo.png	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:34	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e417d3b-4d7%22	http://www.vasterad.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	E:/Graduation%20Project/theme/www.vasterad.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:35	8947/8947	---M-Z	200	added ('OK')	application/javascript	etag:%2222f3-58f0056a56369-gzip%22	http://www.vasterad.com/themes/listeo_082019/scripts/jquery-migrate-3.1.0.min.js	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/scripts/jquery-migrate-3.1.0.min.js	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:37	24570/24570	---M-Z	200	added ('OK')	application/javascript	etag:%225ffa-58f0056f2b765-gzip%22	http://www.vasterad.com/themes/listeo_082019/scripts/mmenu.min.js	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/scripts/mmenu.min.js	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:38	27388/27388	---M-Z	200	added ('OK')	application/javascript	etag:%226afc-58f00567975d3-gzip%22	http://www.vasterad.com/themes/listeo_082019/scripts/chosen.min.js	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/scripts/chosen.min.js	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:39	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:%2215851-58f0056a88bf8-gzip%22	http://www.vasterad.com/themes/listeo_082019/scripts/jquery-3.4.1.min.js	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/scripts/jquery-3.4.1.min.js	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:40	8168/8168	---M-Z	200	added ('OK')	application/javascript	etag:%221fe8-58f005703d602-gzip%22	http://www.vasterad.com/themes/listeo_082019/scripts/rangeslider.min.js	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/scripts/rangeslider.min.js	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:40	92144/92144	---M--	200	added ('OK')	image/jpeg	etag:%2223608-58f00546e2b1c%22	http://www.vasterad.com/themes/listeo_082019/images/blog-compact-post-02.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/blog-compact-post-02.jpg	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:40	85128/85128	---M--	200	added ('OK')	image/jpeg	etag:%221cd1e-58f00547cd0f1%22	http://www.vasterad.com/themes/listeo_082019/images/blog-compact-post-03.jpg	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/images/blog-compact-post-03.jpg	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:40	41953/41953	---M-Z	200	added ('OK')	application/javascript	etag:%22a3e1-58f005709487a-gzip%22	http://www.vasterad.com/themes/listeo_082019/scripts/slick.min.js	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/scripts/slick.min.js	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:40	21136/21136	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2031%20Jul%202019%2020:55:03%20GMT	http://www.vasterad.com/themes/listeo_082019/scripts/magnific-popup.min.js	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/scripts/magnific-popup.min.js	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:40	8044/8044	---M-Z	200	added ('OK')	application/javascript	etag:%221f6c-58f005733a3bd-gzip%22	http://www.vasterad.com/themes/listeo_082019/scripts/waypoints.min.js	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/scripts/waypoints.min.js	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:41	14259/14259	---M-Z	200	added ('OK')	application/javascript	etag:%2237b3-58f0056778d91-gzip%22	http://www.vasterad.com/themes/listeo_082019/scripts/counterup.min.js	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/scripts/counterup.min.js	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:41	36668/36668	---M-Z	200	added ('OK')	application/javascript	etag:%228f3c-58f0056b26f1b-gzip%22	http://www.vasterad.com/themes/listeo_082019/scripts/jquery-ui.min.js	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/scripts/jquery-ui.min.js	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:41	5249/5249	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2031%20Jul%202019%2020:55:08%20GMT	http://www.vasterad.com/themes/listeo_082019/scripts/tooltips.min.js	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/scripts/tooltips.min.js	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:42	29205/29205	---MCZ	200	added ('OK')	application/javascript	etag:W/%22af5b-58f0056864305-gzip%22	http://www.vasterad.com/themes/listeo_082019/scripts/custom.js	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/scripts/custom.js	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:43	33724/33724	---M-Z	200	added ('OK')	application/javascript	etag:%2283bc-58f0056d56004-gzip%22	http://www.vasterad.com/themes/listeo_082019/scripts/leaflet-markercluster.min.js	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/scripts/leaflet-markercluster.min.js	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:43	18354/18354	---M-Z	200	added ('OK')	application/javascript	etag:%2247b2-58f0056c99886-gzip%22	http://www.vasterad.com/themes/listeo_082019/scripts/leaflet-gesture-handling.min.js	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/scripts/leaflet-gesture-handling.min.js	(from http://www.vasterad.com/themes/listeo_082019/index.html)
23:01:43	5903/5903	---MCZ	200	added ('OK')	application/javascript	etag:W/%222565-58f0056ca9a53-gzip%22	http://www.vasterad.com/themes/listeo_082019/scripts/leaflet-listeo.js	E:/Graduation%20Project/theme/www.vasterad.com/themes/listeo_082019/scripts/leaflet-listeo.js	(from http://www.vasterad.com/themes/listeo_082019/index.html)
